model,compressor,refrigerant,ambient,btuh_35,btuh,cond_temp,voltage,required_addon1,required_addon2,required_addon3,required_addon4,notes
M6KP-0092-CFA-072,RST64C1E,R407C,100,,8790,137,115,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0092-CFA-072,RST64C1E,R407C,110,,NO,NO,115,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0092-CAV-072,RST64C1E,R448,90,,10120,131,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0092-CAV-072,RST64C1E,R448,100,,9270,139,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0092-CAV-072,RST64C1E,R448,110,,no,no,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0092-CAV-072,RST64C1E,R404,90,,9560,127,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0092-CAV-072,RST64C1E,R404,100,,8670,134,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0092-CAV-072,RST64C1E,R404,110,,NO,NO,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0092-CAV-072,RST64C1E,R407C,90,,9650,129,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0092-CAV-072,RST64C1E,R407C,100,,8790,137,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0092-CAV-072,RST64C1E,R407C,110,,NO,NO,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0102-CAV-072,RST64C1E,R448,90,,12080,115,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0102-CAV-072,RST64C1E,R448,100,,11150,124,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0102-CAV-072,RST64C1E,R448,110,,10160,133,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0102-CAV-072,RST64C1E,R404,90,,11610,110,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0102-CAV-072,RST64C1E,R404,100,,10590,118,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0102-CAV-072,RST64C1E,R404,110,,9150,130,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0102-CAV-072,RST64C1E,R407C,90,,11720,114,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0102-CAV-072,RST64C1E,R407C,100,,10740,122,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0102-CAV-072,RST64C1E,R407C,110,,9740,131,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0106-CFV-072,RST80C1E,R448,90,,10960,134,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0106-CFV-072,RST80C1E,R448,100,,10130,141,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0106-CFV-072,RST80C1E,R448,110,,no,no,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0106-CFV-072,RST80C1E,R404,90,,11100,131,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0106-CFV-072,RST80C1E,R404,100,,9950,139,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0106-CFV-072,RST80C1E,R404,110,,NO,NO,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0106-CFV-072,RST80C1E,R407C,90,,10960,134,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0106-CFV-072,RST80C1E,R407C,100,,9970,141,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0106-CFV-072,RST80C1E,R407C,110,,NO,NO,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0112-CFV-072,RST70C1E,R448,90,,12020,114,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0112-CFV-072,RST70C1E,R448,100,,11000,123,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0112-CFV-072,RST70C1E,R448,110,,10010,132,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0112-CFV-072,RST70C1E,R404,90,,12200,109,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0112-CFV-072,RST70C1E,R404,100,,11200,118,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0112-CFV-072,RST70C1E,R404,110,,9690,129,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0112-CFV-072,RST70C1E,R407C,90,,11680,113,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0112-CFV-072,RST70C1E,R407C,100,,10720,122,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
M6KP-0112-CFV-072,RST70C1E,R407C,110,,9720,131,230,,"Fan Cycling Control (e.g., P70AA-118C)"," Swivel Flare Tee (e.g., A31864)",,Unit comes with EUC controller (low pressure control)
FFAM-A08Z-CFV-075,ZB06KAE,R448,90,,9590,115,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A08Z-CFV-075,ZB06KAE,R448,100,,8960,124,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A08Z-CFV-075,ZB06KAE,R448,110,,8320,133,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A08Z-CFV-075,ZB06KAE,R404,90,,10100,111,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A08Z-CFV-075,ZB06KAE,R404,100,,9250,120,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A08Z-CFV-075,ZB06KAE,R404,110,,8430,129,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A08Z-CFV-075,ZB06KAE,R407C,90,,9060,114,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A08Z-CFV-075,ZB06KAE,R407C,100,,8500,123,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A08Z-CFV-075,ZB06KAE,R407C,110,,7950,132,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A08Z-CFV-075,ZB06KAE,R134,90,,6510,104,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A08Z-CFV-075,ZB06KAE,R134,100,,6140,114,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A08Z-CFV-075,ZB06KAE,R134,110,,5760,124,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A10Z-CFV-075,ZB07KAE,R448,90,,11100,119,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A10Z-CFV-075,ZB07KAE,R448,100,,10300,128,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A10Z-CFV-075,ZB07KAE,R448,110,,9540,137,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A10Z-CFV-075,ZB07KAE,R404,90,,11700,115,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A10Z-CFV-075,ZB07KAE,R404,100,,10700,123,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A10Z-CFV-075,ZB07KAE,R404,110,,9760,132,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A10Z-CFV-075,ZB07KAE,R407C,90,,10700,117,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A10Z-CFV-075,ZB07KAE,R407C,100,,9990,126,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A10Z-CFV-075,ZB07KAE,R407C,110,,9310,135,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A10Z-CFV-075,ZB07KAE,R134,90,,7700,107,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A10Z-CFV-075,ZB07KAE,R134,100,,7260,117,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A10Z-CFV-075,ZB07KAE,R134,110,,6800,126,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A12Z-CFV-075,ZB08KAE,R448,90,,13300,116,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A12Z-CFV-075,ZB08KAE,R448,100,,12300,125,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A12Z-CFV-075,ZB08KAE,R448,110,,11400,134,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A12Z-CFV-075,ZB08KAE,R404,90,,14000,112,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A12Z-CFV-075,ZB08KAE,R404,100,,12900,121,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A12Z-CFV-075,ZB08KAE,R404,110,,11800,130,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A12Z-CFV-075,ZB08KAE,R407C,90,,12700,114,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A12Z-CFV-075,ZB08KAE,R407C,100,,11900,124,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A12Z-CFV-075,ZB08KAE,R407C,110,,11100,133,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A12Z-CFV-075,ZB08KAE,R134,90,,9110,105,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A12Z-CFV-075,ZB08KAE,R134,100,,8590,115,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAM-A12Z-CFV-075,ZB08KAE,R134,110,,8060,124,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A15Z-CFV-075,ZS09KAE,R448,90,,14800,118,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A15Z-CFV-075,ZS09KAE,R448,100,,13800,127,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A15Z-CFV-075,ZS09KAE,R448,110,,12800,136,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A15Z-CFV-075,ZS09KAE,R404,90,,15400,114,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A15Z-CFV-075,ZS09KAE,R404,100,,14200,123,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A15Z-CFV-075,ZS09KAE,R404,110,,12900,131,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A15Z-CFV-075,ZS09KAE,R407C,90,,14000,116,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A15Z-CFV-075,ZS09KAE,R407C,100,,13100,125,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A15Z-CFV-075,ZS09KAE,R407C,110,,12200,135,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A15Z-CFV-075,ZS09KAE,R134,90,,10100,107,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A15Z-CFV-075,ZS09KAE,R134,100,,9540,116,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A15Z-CFV-075,ZS09KAE,R134,110,,8940,126,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A17Z-CFV-075,ZS09KAE,R448,90,,17000,122,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A17Z-CFV-075,ZS11KAE,R448,100,,15800,131,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A17Z-CFV-075,ZS11KAE,R448,110,,14700,140,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A17Z-CFV-075,ZS11KAE,R404,90,,17600,118,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A17Z-CFV-075,ZS11KAE,R404,100,,16100,126,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A17Z-CFV-075,ZS11KAE,R404,110,,14700,135,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A17Z-CFV-075,ZS11KAE,R407C,90,,16100,120,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A17Z-CFV-075,ZS11KAE,R407C,100,,15100,129,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A17Z-CFV-075,ZS11KAE,R407C,110,,14100,138,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A17Z-CFV-075,ZS11KAE,R134,90,,11800,110,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A17Z-CFV-075,ZS11KAE,R134,100,,11100,119,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A17Z-CFV-075,ZS11KAE,R134,110,,10400,128,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A20Z-CFV-075,ZS13KAE,R448,90,,19800,120,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A20Z-CFV-075,ZS13KAE,R448,100,,18500,129,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A20Z-CFV-075,ZS13KAE,R448,110,,17200,137,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A20Z-CFV-075,ZS13KAE,R404,90,,20500,116,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A20Z-CFV-075,ZS13KAE,R404,100,,18900,125,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A20Z-CFV-075,ZS13KAE,R404,110,,17300,133,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A20Z-CFV-075,ZS13KAE,R407C,90,,18800,118,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A20Z-CFV-075,ZS13KAE,R407C,100,,17600,127,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A20Z-CFV-075,ZS13KAE,R407C,110,,16500,135,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A20Z-CFV-075,ZS13KAE,R134,90,,13600,109,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A20Z-CFV-075,ZS13KAE,R134,100,,12900,118,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A20Z-CFV-075,ZS13KAE,R134,110,,12100,127,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A22Z-CFV-075,ZS15KAE,R448,90,,25300,115,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A22Z-CFV-075,ZS15KAE,R448,100,,23700,124,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A22Z-CFV-075,ZS15KAE,R448,110,,22100,133,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A22Z-CFV-075,ZS15KAE,R404,90,,26700,110,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A22Z-CFV-075,ZS15KAE,R404,100,,24500,119,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A22Z-CFV-075,ZS15KAE,R404,110,,22400,128,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A22Z-CFV-075,ZS15KAE,R407C,90,,24000,114,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A22Z-CFV-075,ZS15KAE,R407C,100,,22600,123,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A22Z-CFV-075,ZS15KAE,R407C,110,,21100,132,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A22Z-CFV-075,ZS15KAE,R134,90,,17300,104,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A22Z-CFV-075,ZS15KAE,R134,100,,16400,114,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A22Z-CFV-075,ZS15KAE,R134,110,,15400,124,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A30Z-CFV-075,ZS19KAE,R448,90,,27900,117,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A30Z-CFV-075,ZS19KAE,R448,100,,26100,126,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A30Z-CFV-075,ZS19KAE,R448,110,,24300,135,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A30Z-CFV-075,ZS19KAE,R404,90,,29300,112,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A30Z-CFV-075,ZS19KAE,R404,100,,26900,121,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A30Z-CFV-075,ZS19KAE,R404,110,,24500,130,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A30Z-CFV-075,ZS19KAE,R407C,90,,26400,116,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A30Z-CFV-075,ZS19KAE,R407C,100,,24900,125,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A30Z-CFV-075,ZS19KAE,R407C,110,,23300,134,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A30Z-CFV-075,ZS19KAE,R134,90,,19100,106,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A30Z-CFV-075,ZS19KAE,R134,100,,18000,115,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A30Z-CFV-075,ZS19KAE,R134,110,,16900,125,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A32Z-CFV-075,ZS21KAE,R448,90,,37300,124,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A32Z-CFV-075,ZS21KAE,R448,100,,34700,133,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A32Z-CFV-075,ZS21KAE,R448,110,,32100,141,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A32Z-CFV-075,ZS21KAE,R404,90,,38400,120,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A32Z-CFV-075,ZS21KAE,R404,100,,35200,128,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A32Z-CFV-075,ZS21KAE,R404,110,,32100,137,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A32Z-CFV-075,ZS21KAE,R407C,90,,35600,123,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A32Z-CFV-075,ZS21KAE,R407C,100,,33300,132,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A32Z-CFV-075,ZS21KAE,R407C,110,,31000,140,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A32Z-CFV-075,ZS21KAE,R134,90,,26200,112,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A32Z-CFV-075,ZS21KAE,R134,100,,24700,121,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A32Z-CFV-075,ZS21KAE,R134,110,,23100,131,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A40Z-CFV-075,ZS26KAE,R448,90,,40700,116,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A40Z-CFV-075,ZS26KAE,R448,100,,38100,124,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A40Z-CFV-075,ZS26KAE,R448,110,,35600,133,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A40Z-CFV-075,ZS26KAE,R404,90,,42600,111,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A40Z-CFV-075,ZS26KAE,R404,100,,39400,120,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A40Z-CFV-075,ZS26KAE,R404,110,,36100,128,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A40Z-CFV-075,ZS26KAE,R407C,90,,38600,115,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A40Z-CFV-075,ZS26KAE,R407C,100,,36300,124,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A40Z-CFV-075,ZS26KAE,R407C,110,,34000,132,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A40Z-CFV-075,ZS26KAE,R134,90,,27900,105,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A40Z-CFV-075,ZS26KAE,R134,100,,26400,114,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A40Z-CFV-075,ZS26KAE,R134,110,,24800,124,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A42Z-CFV-075,ZS33KAE,R448,90,,50000,120,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A42Z-CFV-075,ZS33KAE,R448,100,,46900,128,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A42Z-CFV-075,ZS33KAE,R448,110,,43600,136,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A42Z-CFV-075,ZS33KAE,R404,90,,52000,115,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A42Z-CFV-075,ZS33KAE,R404,100,,47900,124,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A42Z-CFV-075,ZS33KAE,R404,110,,44000,132,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A42Z-CFV-075,ZS33KAE,R407C,90,,50500,119,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A42Z-CFV-075,ZS33KAE,R407C,100,,47100,128,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A42Z-CFV-075,ZS33KAE,R407C,110,,43800,137,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A42Z-CFV-075,ZS33KAE,R134,90,,34800,109,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
FFAP-A42Z-CFV-075,ZS33KAE,R134,100,,32900,118,230,,,,,Unit comes with EUC controller (low pressure control) and head pressure control valve (for low ambient operation)
